"variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"dig_use_no_impact","Checked","overall_owner_manager","AE",0.332840495994159,0.120556264470562,27,113
"dig_use_no_impact","Unchecked","overall_owner_manager","AE",0.667159504005841,0.120556264470562,86,113
"dig_use_something_not_listed_here","Checked","overall_owner_manager","AE",0.175664283855867,0.0973532954143544,20,113
"dig_use_something_not_listed_here","Unchecked","overall_owner_manager","AE",0.824335716144133,0.0973532954143544,93,113
"hol_rev","All","overall_owner_manager","AE",0.0295055909369242,0.0315591227577978,9,197
"hol_rev","Between 0 and 25%","overall_owner_manager","AE",0.313908079038385,0.0865503133540561,63,197
"hol_rev","Between 25 and 50%","overall_owner_manager","AE",0.200686167635809,0.0746953608035183,55,197
"hol_rev","Between 50 and 75%","overall_owner_manager","AE",0.148918895799758,0.0663951907782705,22,197
"hol_rev","Between 75 and 100%","overall_owner_manager","AE",0.0109152910004659,0.0193780757120358,7,197
"hol_rev","None","overall_owner_manager","AE",0.296065975588658,0.0851405544506274,41,197
"ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","AE",0.0294186634769485,0.0493083883991057,9,92
"ind_oth","Arts, entertainment, and recreation","overall_owner_manager","AE",0.0466436945430451,0.0615343282705486,13,92
"ind_oth","Education","overall_owner_manager","AE",0.0598582588838578,0.069223264896795,5,92
"ind_oth","Financial and insurance activities","overall_owner_manager","AE",0.03851344980419,0.0561527705181144,3,92
"ind_oth","Human health and social work activities","overall_owner_manager","AE",0.0572950197515602,0.0678171771470113,9,92
"ind_oth","Other","overall_owner_manager","AE",0.323460873084411,0.136505675249444,23,92
"ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","AE",0.0778972967712989,0.0782067452482053,9,92
"ind_oth","Professional, scientific, and technical services","overall_owner_manager","AE",0.0693869773482769,0.0741509839714759,10,92
"ind_oth","Real estate activities","overall_owner_manager","AE",0.297525766336412,0.133404617490036,11,92
"ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","AE",0.0309364247180093,0.0270280478615038,7,254
"ind_top","Construction","overall_owner_manager","AE",0.0833881949176416,0.0431567262866028,21,254
"ind_top","Hotels, cafes and restaurants","overall_owner_manager","AE",0.108089782043771,0.0484681422589729,33,254
"ind_top","Information and communication","overall_owner_manager","AE",0.0791519379927065,0.0421432718190519,17,254
"ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","AE",0.00831239796057771,0.0141727487820272,3,254
"ind_top","Other services","overall_owner_manager","AE",0.418995235996344,0.0770189995393302,103,254
"ind_top","Transportation and storage","overall_owner_manager","AE",0.0168786187339782,0.0201083069461488,7,254
"ind_top","Wholesale and retail trade","overall_owner_manager","AE",0.254247407636972,0.0679718571891627,63,254
"sex","Female","overall_owner_manager","AE",0.288991716463226,0.0779881799582921,49,217
"sex","Male","overall_owner_manager","AE",0.711008283536774,0.0779881799582921,168,217
"trd_cst_inc","Don't know","overall_owner_manager","AE",0.135512279438196,0.0818707895116059,22,118
"trd_cst_inc","No","overall_owner_manager","AE",0.12596373219654,0.0793684183334563,33,118
"trd_cst_inc","Yes","overall_owner_manager","AE",0.738523988365264,0.105113492929066,63,118
"trd_exp_act","Don't know","overall_owner_manager","AE",0.0357885973818014,0.0576075292444949,7,90
"trd_exp_act","No","overall_owner_manager","AE",0.387923179711186,0.151111184666391,37,90
"trd_exp_act","Yes","overall_owner_manager","AE",0.576288222907012,0.153241332020846,46,90
"trd_exp_hlp_clearer_government_guidance","Checked","overall_owner_manager","AE",0.360270012558328,0.116682453821434,14,76
"trd_exp_hlp_clearer_government_guidance","Unchecked","overall_owner_manager","AE",0.639729987441672,0.116682453821434,62,76
"trd_exp_hlp_contacts_in_other_markets","Checked","overall_owner_manager","AE",0.435692735073339,0.120515004657016,22,76
"trd_exp_hlp_contacts_in_other_markets","Unchecked","overall_owner_manager","AE",0.564307264926661,0.120515004657016,54,76
"trd_exp_hlp_digital_tools","Checked","overall_owner_manager","AE",0.520470880745803,0.121422411152951,31,76
"trd_exp_hlp_digital_tools","Unchecked","overall_owner_manager","AE",0.479529119254197,0.121422411152951,45,76
"trd_exp_hlp_don_t_know","Checked","overall_owner_manager","AE",0.162390948423137,0.0896385312790626,16,76
"trd_exp_hlp_don_t_know","Unchecked","overall_owner_manager","AE",0.837609051576863,0.0896385312790626,60,76
"trd_exp_hlp_financial_assistance","Checked","overall_owner_manager","AE",0.260616088933324,0.106691237269364,25,76
"trd_exp_hlp_financial_assistance","Unchecked","overall_owner_manager","AE",0.739383911066676,0.106691237269364,51,76
"trd_exp_hlp_improved_infrastructure","Checked","overall_owner_manager","AE",0.325668085718634,0.113898393810999,13,76
"trd_exp_hlp_improved_infrastructure","Unchecked","overall_owner_manager","AE",0.674331914281366,0.113898393810999,63,76
"trd_exp_hlp_legal_advice_assistance","Checked","overall_owner_manager","AE",0.271268531324527,0.108062898462637,17,76
"trd_exp_hlp_legal_advice_assistance","Unchecked","overall_owner_manager","AE",0.728731468675473,0.108062898462637,59,76
"trd_exp_hlp_lower_duties_or_tariffs","Checked","overall_owner_manager","AE",0.137681609478955,0.0837461659204282,13,76
"trd_exp_hlp_lower_duties_or_tariffs","Unchecked","overall_owner_manager","AE",0.862318390521045,0.0837461659204283,63,76
"trd_exp_hlp_more_information_on_your_industry_and_or_products_and_services_in_other_markets","Checked","overall_owner_manager","AE",0.361902960223297,0.11679723850191,14,76
"trd_exp_hlp_more_information_on_your_industry_and_or_products_and_services_in_other_markets","Unchecked","overall_owner_manager","AE",0.638097039776703,0.11679723850191,62,76
"trd_exp_hlp_none_of_the_above","Checked","overall_owner_manager","AE",0.0859027954412485,0.0681071928973297,7,76
"trd_exp_hlp_none_of_the_above","Unchecked","overall_owner_manager","AE",0.914097204558751,0.0681071928973298,69,76
"trd_exp_hlp_skills_training_including_language_training","Checked","overall_owner_manager","AE",0.35985956831501,0.116653372373496,16,76
"trd_exp_hlp_skills_training_including_language_training","Unchecked","overall_owner_manager","AE",0.64014043168499,0.116653372373496,60,76
"trd_exp_hlp_transportation_that_is_lower_cost_or_more_reliable","Checked","overall_owner_manager","AE",0.455678570709639,0.121045921457504,17,76
"trd_exp_hlp_transportation_that_is_lower_cost_or_more_reliable","Unchecked","overall_owner_manager","AE",0.544321429290361,0.121045921457504,59,76
"trd_exp_pln","Don't know","overall_owner_manager","AE",0.408679429053937,0.120311943781419,22,83
"trd_exp_pln","We are interested, but have no plans to do so","overall_owner_manager","AE",0.0531415547468459,0.0548991369754893,11,83
"trd_exp_pln","We are interested, but need more information on how to do so","overall_owner_manager","AE",0.147872442739463,0.0868763946227293,14,83
"trd_exp_pln","We currently sell in other countries and will continue","overall_owner_manager","AE",0.268908978921642,0.108516115093619,17,83
"trd_exp_pln","We currently sell in other countries, but plan to stop","overall_owner_manager","AE",0.0152817426314523,0.0300225997391289,6,83
"trd_exp_pln","We have no interest in selling in other countries","overall_owner_manager","AE",0.0595496158830358,0.057917964041107,7,83
"trd_exp_pln","We will begin selling in other countries","overall_owner_manager","AE",0.0465662360236243,0.0515687603863571,6,83
"trd_exp_res_business_leaders_with_family_relationships_in_other_countries","Checked","overall_owner_manager","AE",0.171924436256675,0.0904650677992285,13,78
"trd_exp_res_business_leaders_with_family_relationships_in_other_countries","Unchecked","overall_owner_manager","AE",0.828075563743325,0.0904650677992285,65,78
"trd_exp_res_business_leaders_with_mentors_who_have_worked_in_other_countries","Checked","overall_owner_manager","AE",0.348644169481831,0.114255595957194,15,78
"trd_exp_res_business_leaders_with_mentors_who_have_worked_in_other_countries","Unchecked","overall_owner_manager","AE",0.651355830518169,0.114255595957194,63,78
"trd_exp_res_don_t_know","Checked","overall_owner_manager","AE",0.196302720828311,0.0952327954340653,17,78
"trd_exp_res_don_t_know","Unchecked","overall_owner_manager","AE",0.80369727917169,0.0952327954340653,61,78
"trd_exp_res_none_of_the_above","Checked","overall_owner_manager","AE",0.255143600249768,0.104521525712841,19,78
"trd_exp_res_none_of_the_above","Unchecked","overall_owner_manager","AE",0.744856399750232,0.104521525712841,59,78
"trd_exp_res_staff_who_have_experience_doing_business_in_other_countries","Checked","overall_owner_manager","AE",0.173885022230643,0.0908716596092871,20,78
"trd_exp_res_staff_who_have_experience_doing_business_in_other_countries","Unchecked","overall_owner_manager","AE",0.826114977769358,0.0908716596092871,58,78
"trd_exp_res_staff_who_have_experience_with_regulations_in_other_countries","Checked","overall_owner_manager","AE",0.169578872370515,0.0899729977301013,14,78
"trd_exp_res_staff_who_have_experience_with_regulations_in_other_countries","Unchecked","overall_owner_manager","AE",0.830421127629485,0.0899729977301013,64,78
"trd_exp_res_staff_who_were_born_in_or_are_a_citizen_of_another_country","Checked","overall_owner_manager","AE",0.191978814056832,0.0944311220906052,21,78
"trd_exp_res_staff_who_were_born_in_or_are_a_citizen_of_another_country","Unchecked","overall_owner_manager","AE",0.808021185943168,0.0944311220906052,57,78
"trd_iss_discontinued_lines_of_sale","Checked","overall_owner_manager","AE",0.164063083512342,0.105018719383368,22,107
"trd_iss_discontinued_lines_of_sale","Unchecked","overall_owner_manager","AE",0.835936916487658,0.105018719383368,85,107
"trd_iss_don_t_know","Checked","overall_owner_manager","AE",0.242603088966156,0.121558255472444,21,107
"trd_iss_don_t_know","Unchecked","overall_owner_manager","AE",0.757396911033844,0.121558255472444,86,107
"trd_iss_government_export_restrictions","Checked","overall_owner_manager","AE",0.308468086311278,0.130974202901878,12,107
"trd_iss_government_export_restrictions","Unchecked","overall_owner_manager","AE",0.691531913688722,0.130974202901878,95,107
"trd_iss_increase_in_customer_demand","Checked","overall_owner_manager","AE",0.105443751951191,0.0870941094757078,24,107
"trd_iss_increase_in_customer_demand","Unchecked","overall_owner_manager","AE",0.894556248048809,0.0870941094757078,83,107
"trd_iss_labor_has_become_more_expensive","Checked","overall_owner_manager","AE",0.369957376315263,0.13691005405234,28,107
"trd_iss_labor_has_become_more_expensive","Unchecked","overall_owner_manager","AE",0.630042623684737,0.13691005405234,79,107
"trd_iss_raw_materials_and_inputs_have_become_more_expensive","Checked","overall_owner_manager","AE",0.139393112547523,0.0982194725012099,35,107
"trd_iss_raw_materials_and_inputs_have_become_more_expensive","Unchecked","overall_owner_manager","AE",0.860606887452477,0.0982194725012099,72,107
"trd_iss_regulatory_and_legal_compliance_costs_have_become_more_expensive","Checked","overall_owner_manager","AE",0.0389860374127097,0.0548900880227136,9,107
"trd_iss_regulatory_and_legal_compliance_costs_have_become_more_expensive","Unchecked","overall_owner_manager","AE",0.96101396258729,0.0548900880227136,98,107
"trd_iss_shortage_of_workers","Checked","overall_owner_manager","AE",0.0697142638724311,0.0722176803742178,13,107
"trd_iss_shortage_of_workers","Unchecked","overall_owner_manager","AE",0.930285736127569,0.0722176803742178,94,107
"trd_iss_transportation_costs_have_become_more_expensive","Checked","overall_owner_manager","AE",0.322925177498519,0.132600089310198,40,107
"trd_iss_transportation_costs_have_become_more_expensive","Unchecked","overall_owner_manager","AE",0.677074822501481,0.132600089310198,67,107
"trd_prc_exp","Don't know","overall_owner_manager","AE",0.472630525780031,0.149891917637689,20,93
"trd_prc_exp","Will decrease","overall_owner_manager","AE",0.00269394431591486,0.0155621061445357,2,93
"trd_prc_exp","Will increase between 0 to 2.5%","overall_owner_manager","AE",0.149567134091254,0.107077430664268,9,93
"trd_prc_exp","Will increase between 10 to 15%","overall_owner_manager","AE",0.0230955579743251,0.0450972551739156,8,93
"trd_prc_exp","Will increase between 15 to 25%","overall_owner_manager","AE",0.121065026835699,0.0979371725904806,13,93
"trd_prc_exp","Will increase between 2.5 to 5.0%","overall_owner_manager","AE",0.0250044080540822,0.0468780408115597,10,93
"trd_prc_exp","Will increase between 25 to 50%","overall_owner_manager","AE",0.0810311946757042,0.0819287527717951,10,93
"trd_prc_exp","Will increase between 5 to 10%","overall_owner_manager","AE",0.029585705176714,0.0508720680713632,7,93
"trd_prc_exp","Will increase by more than 50%","overall_owner_manager","AE",0.0953265030962766,0.0881683274978628,14,93
"trd_prc_inc","Don't know","overall_owner_manager","AE",0.0674214386286539,0.0709454051831233,12,109
"trd_prc_inc","No","overall_owner_manager","AE",0.215310597688529,0.116295831708913,38,109
"trd_prc_inc","Yes","overall_owner_manager","AE",0.717267963682817,0.127412131019659,59,109
"trd_prc_pln_don_t_know","Checked","overall_owner_manager","AE",0.326782334560477,0.10475393707252,24,96
"trd_prc_pln_don_t_know","Unchecked","overall_owner_manager","AE",0.673217665439523,0.10475393707252,72,96
"trd_prc_pln_increased_costs_have_created_a_need_for_us_to_sell_in_other_countries","Checked","overall_owner_manager","AE",0.241111008278668,0.0955346602207894,18,96
"trd_prc_pln_increased_costs_have_created_a_need_for_us_to_sell_in_other_countries","Unchecked","overall_owner_manager","AE",0.758888991721332,0.0955346602207894,78,96
"trd_prc_pln_increased_costs_have_created_a_need_for_us_to_sell_more_in_our_domestic_market","Checked","overall_owner_manager","AE",0.128025945916125,0.0746215206809056,15,96
"trd_prc_pln_increased_costs_have_created_a_need_for_us_to_sell_more_in_our_domestic_market","Unchecked","overall_owner_manager","AE",0.871974054083875,0.0746215206809056,81,96
"trd_prc_pln_increased_costs_have_forced_us_to_find_new_suppliers","Checked","overall_owner_manager","AE",0.180000010414003,0.0858037968052904,22,96
"trd_prc_pln_increased_costs_have_forced_us_to_find_new_suppliers","Unchecked","overall_owner_manager","AE",0.819999989585997,0.0858037968052904,74,96
"trd_prc_pln_increased_prices_have_allowed_us_to_launch_a_new_product_or_service","Checked","overall_owner_manager","AE",0.250950428268028,0.0968305877114725,15,96
"trd_prc_pln_increased_prices_have_allowed_us_to_launch_a_new_product_or_service","Unchecked","overall_owner_manager","AE",0.749049571731972,0.0968305877114725,81,96
"trd_prc_pln_increased_prices_have_created_an_opportunity_for_us_to_sell_in_other_countries","Checked","overall_owner_manager","AE",0.194619790509715,0.0884213811478487,6,96
"trd_prc_pln_increased_prices_have_created_an_opportunity_for_us_to_sell_in_other_countries","Unchecked","overall_owner_manager","AE",0.805380209490285,0.0884213811478487,90,96
"trd_prc_pln_increased_prices_have_created_an_opportunity_for_us_to_sell_more_in_our_domestic_market","Checked","overall_owner_manager","AE",0.217254636946588,0.0920996746959914,16,96
"trd_prc_pln_increased_prices_have_created_an_opportunity_for_us_to_sell_more_in_our_domestic_market","Unchecked","overall_owner_manager","AE",0.782745363053412,0.0920996746959914,80,96
"trd_prc_pln_increased_prices_have_forced_us_to_find_new_customers","Checked","overall_owner_manager","AE",0.411433583965441,0.109903348681043,31,96
"trd_prc_pln_increased_prices_have_forced_us_to_find_new_customers","Unchecked","overall_owner_manager","AE",0.588566416034559,0.109903348681043,65,96
"trd_prc_pln_increased_prices_have_not_effect_our_plans","Checked","overall_owner_manager","AE",0.102664098442239,0.0677875812428907,8,96
"trd_prc_pln_increased_prices_have_not_effect_our_plans","Unchecked","overall_owner_manager","AE",0.897335901557761,0.0677875812428907,88,96
"trd_prc_pln_increased_prices_have_prevented_us_from_launching_a_new_product_or_service","Checked","overall_owner_manager","AE",0.178045647897776,0.0854383491012115,19,96
"trd_prc_pln_increased_prices_have_prevented_us_from_launching_a_new_product_or_service","Unchecked","overall_owner_manager","AE",0.821954352102224,0.0854383491012115,77,96
"trd_yrs","1-3 years","overall_owner_manager","AE",0.148008495857634,0.0869422895556429,39,119
"trd_yrs","3-5 years","overall_owner_manager","AE",0.259617678801813,0.107340909214561,12,119
"trd_yrs","5 or more years","overall_owner_manager","AE",0.325033692238366,0.114676744687578,40,119
"trd_yrs","Less than 1 year","overall_owner_manager","AE",0.267340133102188,0.108356108533284,28,119
"bus_cur_opn","No","overall_owner_manager","AR",0.0761163165795403,0.0545726152564229,50,368
"bus_cur_opn","Yes","overall_owner_manager","AR",0.92388368342046,0.0545726152564229,318,368
"bus_dig_rev","All","overall_owner_manager","AR",0.0497629900430117,0.051311151722714,20,285
"bus_dig_rev","Between 0 and 25%","overall_owner_manager","AR",0.32741043481798,0.110729637823818,69,285
"bus_dig_rev","Between 25 and 50%","overall_owner_manager","AR",0.134904151065915,0.0806097045227188,49,285
"bus_dig_rev","Between 50 and 75%","overall_owner_manager","AR",0.166920946294074,0.0879915737229921,46,285
"bus_dig_rev","Between 75 and 100%","overall_owner_manager","AR",0.01240656195333,0.0261190502324036,15,285
"bus_dig_rev","None","overall_owner_manager","AR",0.308594915825689,0.108994159382965,86,285
"bus_emp_btn","0 (Just me)","overall_owner_manager","AR",0.349064915474926,0.0939026566404691,166,398
