variable,value,pop,country_iso2,mean_w,se_w,count,question_n
bus_fut_chl_repaying_outstanding_loans,Checked,overall_owner_manager,AR,0.184747594,0.038528223,91,460
bus_fut_chl_repaying_outstanding_loans,Unchecked,overall_owner_manager,AR,0.815252406,0.038528223,369,460
bus_mth_hir_alt_f,All,overall_owner_manager,AR,0.099565181,0.028407727,51,510
bus_mth_hir_alt_f,Exactly half,overall_owner_manager,AR,0.058337335,0.02223707,21,510
bus_mth_hir_alt_f,Less than half,overall_owner_manager,AR,0.136431074,0.0325658,50,510
bus_mth_hir_alt_f,More than half,overall_owner_manager,AR,0.069716474,0.024161949,28,510
bus_mth_hir_alt_f,None,overall_owner_manager,AR,0.635949937,0.045650823,360,510
bus_rol,Both own and manage a business,overall_owner_manager,AR,0.448592451,0.043579256,269,572
bus_rol,Manage a business,overall_owner_manager,AR,0.13206501,0.029665724,73,572
bus_rol,Own a business,overall_owner_manager,AR,0.41934254,0.043237636,230,572
bus_sls_dif,Don’t know,overall_owner_manager,AR,0.112047444,0.030655618,51,483
bus_sls_dif,Higher than last year,overall_owner_manager,AR,0.242705093,0.04166642,132,483
bus_sls_dif,Lower than last year,overall_owner_manager,AR,0.400520595,0.047622675,164,483
bus_sls_dif,Same as last year,overall_owner_manager,AR,0.185646681,0.0377889,105,483
bus_sls_dif,This business was not in operation last year,overall_owner_manager,AR,0.059080187,0.022914557,31,483
bus_sls_hig,100% or more (meaning double the sales or more),overall_owner_manager,AR,0.203756607,0.06566375,18,120
bus_sls_hig,Between 0 and 10%,overall_owner_manager,AR,0.131490047,0.055091012,10,120
bus_sls_hig,Between 10 and 20%,overall_owner_manager,AR,0.117646999,0.052524088,15,120
bus_sls_hig,Between 20 and 30%,overall_owner_manager,AR,0.154183635,0.058871363,17,120
bus_sls_hig,Between 30 and 40%,overall_owner_manager,AR,0.077386814,0.043560236,17,120
bus_sls_hig,Between 40 and 50%,overall_owner_manager,AR,0.136758596,0.056013197,9,120
bus_sls_hig,Between 50 and 60%,overall_owner_manager,AR,0.046936788,0.034479777,10,120
bus_sls_hig,Between 60 and 70%,overall_owner_manager,AR,0.02954787,0.027605592,10,120
bus_sls_hig,Between 70 and 80%,overall_owner_manager,AR,0.030960325,0.028237123,6,120
bus_sls_hig,Between 80 and 90%,overall_owner_manager,AR,0.030270688,0.027930797,3,120
bus_sls_hig,Between 90 and 100%,overall_owner_manager,AR,0.041061632,0.032348963,5,120
bus_sls_low,100% (meaning zero sales),overall_owner_manager,AR,0.052953078,0.044121073,9,158
bus_sls_low,Between 0 and 10%,overall_owner_manager,AR,0.02957146,0.033375892,11,158
bus_sls_low,Between 10 and 20%,overall_owner_manager,AR,0.110469194,0.061761211,10,158
bus_sls_low,Between 20 and 30%,overall_owner_manager,AR,0.048503657,0.042325833,21,158
bus_sls_low,Between 30 and 40%,overall_owner_manager,AR,0.152245137,0.070781795,29,158
bus_sls_low,Between 40 and 50%,overall_owner_manager,AR,0.157833969,0.071831314,24,158
bus_sls_low,Between 50 and 60%,overall_owner_manager,AR,0.225056714,0.08228026,15,158
bus_sls_low,Between 60 and 70%,overall_owner_manager,AR,0.10925323,0.061462325,13,158
bus_sls_low,Between 70 and 80%,overall_owner_manager,AR,0.049519817,0.042744059,12,158
bus_sls_low,Between 80 and 90%,overall_owner_manager,AR,0.057411767,0.045832777,10,158
bus_sls_low,Between 90 and 100%,overall_owner_manager,AR,0.007181977,0.016636867,4,158
bus_srv,12 months or more,overall_owner_manager,AR,0.381139104,0.049991392,169,443
bus_srv,At least 1 month but less than 2 months,overall_owner_manager,AR,0.049772377,0.022385406,13,443
bus_srv,At least 2 months but less than 3 months,overall_owner_manager,AR,0.037542385,0.019566299,17,443
bus_srv,At least 3 months but less than 6 months,overall_owner_manager,AR,0.031991674,0.018114026,26,443
bus_srv,At least 6 months but less than 9 months,overall_owner_manager,AR,0.03661393,0.019332157,20,443
bus_srv,At least 9 months but less than 12 months,overall_owner_manager,AR,0.086971383,0.029005966,32,443
bus_srv,Less than 1 month,overall_owner_manager,AR,0.017027463,0.013316884,9,443
bus_srv,Not sure,overall_owner_manager,AR,0.358941684,0.049376201,157,443
chl_fin_bills_or_accounts_payable,Checked,overall_owner_manager,AR,0.202412578,0.041598249,84,430
chl_fin_bills_or_accounts_payable,Unchecked,overall_owner_manager,AR,0.797587422,0.041598249,346,430
chl_fin_debt_or_loans,Checked,overall_owner_manager,AR,0.191773929,0.040759454,92,430
chl_fin_debt_or_loans,Unchecked,overall_owner_manager,AR,0.808226071,0.040759454,338,430
chl_fin_none_of_the_above,Checked,overall_owner_manager,AR,0.415887838,0.051027394,176,430
chl_fin_none_of_the_above,Unchecked,overall_owner_manager,AR,0.584112162,0.051027394,254,430
chl_fin_rent_or_lease,Checked,overall_owner_manager,AR,0.084784149,0.028839402,70,430
chl_fin_rent_or_lease,Unchecked,overall_owner_manager,AR,0.915215851,0.028839402,360,430
chl_fin_taxes,Checked,overall_owner_manager,AR,0.32271191,0.048401784,136,430
chl_fin_taxes,Unchecked,overall_owner_manager,AR,0.67728809,0.048401784,294,430
chl_fin_worker_benefits,Checked,overall_owner_manager,AR,0.127646111,0.034547553,45,430
chl_fin_worker_benefits,Unchecked,overall_owner_manager,AR,0.872353889,0.034547553,385,430
chl_fin_worker_hazard_pay,Checked,overall_owner_manager,AR,0.037928973,0.019776811,12,430
chl_fin_worker_hazard_pay,Unchecked,overall_owner_manager,AR,0.962071027,0.019776811,418,430
chl_fin_worker_salaries_and_wages,Checked,overall_owner_manager,AR,0.106759422,0.031970872,46,430
chl_fin_worker_salaries_and_wages,Unchecked,overall_owner_manager,AR,0.893240578,0.031970872,384,430
dem_age,20 to 29,overall_owner_manager,AR,0.198426292,0.035712245,96,559
dem_age,30 to 39,overall_owner_manager,AR,0.231401861,0.037764079,155,559
dem_age,40 to 49,overall_owner_manager,AR,0.322769449,0.041865887,173,559
dem_age,50 to 59,overall_owner_manager,AR,0.117056062,0.028787857,90,559
dem_age,60 to 69,overall_owner_manager,AR,0.053728496,0.020190917,25,559
dem_age,70 or older,overall_owner_manager,AR,0.05051616,0.019611227,9,559
dem_age,Less than 20,overall_owner_manager,AR,0.02610168,0.014276996,11,559
dgt_use_advertising,Checked,overall_owner_manager,AR,0.448025488,0.053198407,248,419
dgt_use_advertising,Unchecked,overall_owner_manager,AR,0.551974512,0.053198407,171,419
dgt_use_analyzing_or_researching_to_answer_business_questions,Checked,overall_owner_manager,AR,0.099160107,0.031972755,53,419
dgt_use_analyzing_or_researching_to_answer_business_questions,Unchecked,overall_owner_manager,AR,0.900839893,0.031972755,366,419
dgt_use_communicating_directly_with_customers,Checked,overall_owner_manager,AR,0.541203915,0.053306242,232,419
dgt_use_communicating_directly_with_customers,Unchecked,overall_owner_manager,AR,0.458796085,0.053306242,187,419
dgt_use_coordinating_or_collaborating_between_employees,Checked,overall_owner_manager,AR,0.13404801,0.036447257,50,419
dgt_use_coordinating_or_collaborating_between_employees,Unchecked,overall_owner_manager,AR,0.86595199,0.036447257,369,419
dgt_use_hiring,Checked,overall_owner_manager,AR,0.072722656,0.027779693,40,419
dgt_use_hiring,Unchecked,overall_owner_manager,AR,0.927277344,0.027779693,379,419
dgt_use_none_of_the_above,Checked,overall_owner_manager,AR,0.167871566,0.039982644,50,419
dgt_use_none_of_the_above,Unchecked,overall_owner_manager,AR,0.832128434,0.039982644,369,419
dgt_use_selling_goods_and_services,Checked,overall_owner_manager,AR,0.383627873,0.052019279,161,419
dgt_use_selling_goods_and_services,Unchecked,overall_owner_manager,AR,0.616372127,0.052019279,258,419
dig_use_access_to_digital_solutions_and_business_intelligence_services,Checked,overall_owner_manager,AR,0.112563121,0.034684551,55,399
dig_use_access_to_digital_solutions_and_business_intelligence_services,Unchecked,overall_owner_manager,AR,0.887436879,0.034684551,344,399
dig_use_increase_in_customer_or_supplier_base,Checked,overall_owner_manager,AR,0.287167114,0.049651284,142,399
dig_use_increase_in_customer_or_supplier_base,Unchecked,overall_owner_manager,AR,0.712832886,0.049651284,257,399
dig_use_increase_in_employment,Checked,overall_owner_manager,AR,0.074049757,0.028735907,35,399
dig_use_increase_in_employment,Unchecked,overall_owner_manager,AR,0.925950243,0.028735907,364,399
dig_use_increase_in_sales,Checked,overall_owner_manager,AR,0.258370098,0.0480379,155,399
dig_use_increase_in_sales,Unchecked,overall_owner_manager,AR,0.741629902,0.0480379,244,399
dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services,Checked,overall_owner_manager,AR,0.136521133,0.037678627,62,399
dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services,Unchecked,overall_owner_manager,AR,0.863478867,0.037678627,337,399
dig_use_no_impact,Checked,overall_owner_manager,AR,0.372141814,0.053046201,131,399
dig_use_no_impact,Unchecked,overall_owner_manager,AR,0.627858186,0.053046201,268,399
dig_use_something_not_listed_here,Checked,overall_owner_manager,AR,0.123054785,0.036049957,16,399
dig_use_something_not_listed_here,Unchecked,overall_owner_manager,AR,0.876945215,0.036049957,383,399
edu_deg,All,overall_owner_manager,AR,0.084033753,0.037805745,29,289
edu_deg,Between 0 and 25%,overall_owner_manager,AR,0.241825823,0.058348141,72,289
edu_deg,Between 25 and 50%,overall_owner_manager,AR,0.071721003,0.035160386,30,289
edu_deg,Between 50 and 75%,overall_owner_manager,AR,0.067531215,0.034194844,27,289
edu_deg,Between 75 and 100%,overall_owner_manager,AR,0.035913411,0.025355813,12,289
edu_deg,None,overall_owner_manager,AR,0.498974794,0.068133434,119,289
edu_trn_internships_or_apprenticeships,Checked,overall_owner_manager,AR,0.352778952,0.08195994,56,200
edu_trn_internships_or_apprenticeships,Unchecked,overall_owner_manager,AR,0.647221048,0.08195994,144,200
edu_trn_non_position_related_skill_training_classes_for_current_employees,Checked,overall_owner_manager,AR,0.143889637,0.060200988,32,200
edu_trn_non_position_related_skill_training_classes_for_current_employees,Unchecked,overall_owner_manager,AR,0.856110363,0.060200988,168,200
edu_trn_orientation_training_for_new_employees,Checked,overall_owner_manager,AR,0.230079921,0.072191517,46,200
edu_trn_orientation_training_for_new_employees,Unchecked,overall_owner_manager,AR,0.769920079,0.072191517,154,200
edu_trn_paying_at_least_in_part_for_formal_schooling_for_employees,Checked,overall_owner_manager,AR,0.076611284,0.045620773,21,200
edu_trn_paying_at_least_in_part_for_formal_schooling_for_employees,Unchecked,overall_owner_manager,AR,0.923388716,0.045620773,179,200
edu_trn_position_related_training_while_working,Checked,overall_owner_manager,AR,0.368078204,0.08272289,93,200
edu_trn_position_related_training_while_working,Unchecked,overall_owner_manager,AR,0.631921796,0.08272289,107,200
fin_ass,Cash grant form a government source,overall_owner_manager,AR,0.055872602,0.030452353,21,304
fin_ass,Cash grant from a non-government source,overall_owner_manager,AR,0.03129934,0.023087052,7,304
fin_ass,Loan from a charity or non-profit,overall_owner_manager,AR,0.0014988,0.00512923,2,304
fin_ass,Loan from a government source,overall_owner_manager,AR,0.079242288,0.035814368,27,304
fin_ass,Loan from a traditional bank,overall_owner_manager,AR,0.022395018,0.019618397,12,304
fin_ass,My business has not received any financial assistance,overall_owner_manager,AR,0.779581017,0.054961835,222,304
fin_ass,Other,overall_owner_manager,AR,0.030110935,0.022658401,13,304
fin_prf,"An alternative private source, such as a financial technology (fintech) company",overall_owner_manager,AR,0.107734105,0.040007164,39,307
fin_prf,Family,overall_owner_manager,AR,0.048763269,0.027791035,21,307
fin_prf,Friends,overall_owner_manager,AR,0.007084251,0.010822241,2,307
fin_prf,Government,overall_owner_manager,AR,0.43450317,0.063962521,123,307
fin_prf,My business does not need any financial assistance,overall_owner_manager,AR,0.163798843,0.047755655,47,307
fin_prf,Non-profit organization,overall_owner_manager,AR,0.064382116,0.031669842,22,307
fin_prf,Other,overall_owner_manager,AR,0.022367535,0.019081428,5,307
fin_prf,Traditional bank,overall_owner_manager,AR,0.15136671,0.046247603,48,307
ind_oth,"Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)",overall_owner_manager,AR,0.048448263,0.033507658,9,254
ind_oth,"Arts, entertainment, and recreation",overall_owner_manager,AR,0.080274083,0.042403886,37,254
ind_oth,Education,overall_owner_manager,AR,0.027670512,0.025597886,8,254
ind_oth,Financial and insurance activities,overall_owner_manager,AR,0.028636454,0.02602791,3,254
ind_oth,Human health and social work activities,overall_owner_manager,AR,0.07794564,0.041837232,16,254
ind_oth,Other,overall_owner_manager,AR,0.381382399,0.075801924,102,254
ind_oth,"Personal services (e.g. repair of household goods, washing of textiles, hairdressing)",overall_owner_manager,AR,0.211280379,0.063705903,34,254
ind_oth,"Professional, scientific, and technical services",overall_owner_manager,AR,0.13204833,0.052832724,41,254
ind_oth,Real estate activities,overall_owner_manager,AR,0.012313939,0.017210629,4,254
ind_top,"Agriculture, forestry, fishing and mining",overall_owner_manager,AR,0.039454092,0.017498495,15,557
ind_top,Construction,overall_owner_manager,AR,0.082785594,0.024768997,33,557
ind_top,"Hotels, cafes and restaurants",overall_owner_manager,AR,0.099530715,0.026909685,46,557
ind_top,Information and communication,overall_owner_manager,AR,0.048755325,0.019357655,37,557
ind_top,"Manufacturing, energy, water supply and waste management",overall_owner_manager,AR,0.013010839,0.010186018,7,557
ind_top,Other services,overall_owner_manager,AR,0.461439121,0.044809512,271,557
ind_top,Transportation and storage,overall_owner_manager,AR,0.051907298,0.019940462,17,557
ind_top,Wholesale and retail trade,overall_owner_manager,AR,0.203117015,0.036163132,131,557
ind_trd,Other,overall_owner_manager,AR,0.006730239,0.013385684,3,127
ind_trd,Retail trade,overall_owner_manager,AR,0.840272775,0.059977914,107,127
ind_trd,Wholesale trade,overall_owner_manager,AR,0.152996986,0.058935321,17,127
phys_chl_a_lack_of_employees_willing_to_work_in_person,Checked,overall_owner_manager,AR,0.169958885,0.044147763,57,354
phys_chl_a_lack_of_employees_willing_to_work_in_person,Unchecked,overall_owner_manager,AR,0.830041115,0.044147763,297,354
phys_chl_a_lack_of_in_person_customers_returning_to_your_business,Checked,overall_owner_manager,AR,0.205299707,0.04747695,85,354
phys_chl_a_lack_of_in_person_customers_returning_to_your_business,Unchecked,overall_owner_manager,AR,0.794700293,0.04747695,269,354
phys_chl_a_lack_of_vaccinated_workers,Checked,overall_owner_manager,AR,0.095084412,0.034478285,22,354
phys_chl_a_lack_of_vaccinated_workers,Unchecked,overall_owner_manager,AR,0.904915588,0.034478285,332,354
phys_chl_concerns_to_comply_health_and_safety_guidelines_covid_19,Checked,overall_owner_manager,AR,0.179150548,0.045074176,62,354
phys_chl_concerns_to_comply_health_and_safety_guidelines_covid_19,Unchecked,overall_owner_manager,AR,0.820849452,0.045074176,292,354
phys_chl_confusion_health_safety_guidelines_covid_19,Checked,overall_owner_manager,AR,0.147805494,0.0417159,56,354
phys_chl_confusion_health_safety_guidelines_covid_19,Unchecked,overall_owner_manager,AR,0.852194506,0.0417159,298,354
phys_chl_inability_compensation_workers,Checked,overall_owner_manager,AR,0.181582733,0.045311833,81,354
phys_chl_inability_compensation_workers,Unchecked,overall_owner_manager,AR,0.818417267,0.045311833,273,354
phys_chl_no_challenges,Checked,overall_owner_manager,AR,0.379589978,0.057040554,131,354
phys_chl_no_challenges,Unchecked,overall_owner_manager,AR,0.620410022,0.057040554,223,354
phys_chl_surplus_office_commercial_space,Checked,overall_owner_manager,AR,0.04288174,0.023812553,11,354
phys_chl_surplus_office_commercial_space,Unchecked,overall_owner_manager,AR,0.95711826,0.023812553,343,354
phys_hyb,I think it is necessary currently and will continue to be necessary in the future,overall_owner_manager,AR,0.277038792,0.058839653,101,306
phys_hyb,"I think it is necessary currently, but will not be necessary in the future",overall_owner_manager,AR,0.112595623,0.041558882,18,306
phys_hyb,"I think it is neither unnecessary currently, nor will it be necessary in the future",overall_owner_manager,AR,0.156868388,0.047814291,73,306
phys_hyb,"I think it is unnecessary currently, but will be necessary in the future",overall_owner_manager,AR,0.096924514,0.038897452,25,306
phys_hyb,Not sure,overall_owner_manager,AR,0.356572682,0.062974698,89,306
phys_mnt,All or most employees will come to work in person,overall_owner_manager,AR,0.450572441,0.062986081,139,319
phys_mnt,Employees have the option of working from another location part of the time,overall_owner_manager,AR,0.04300667,0.025682034,28,319
phys_mnt,Employees may work entirely from home,overall_owner_manager,AR,0.130331967,0.042619591,38,319
phys_mnt,Not sure,overall_owner_manager,AR,0.376088922,0.061321627,114,319
phys_plans,Use both in-person and digital business operations roughly equally,overall_owner_manager,AR,0.27521439,0.051684144,125,362
phys_plans,Use mostly digital business operations,overall_owner_manager,AR,0.135798636,0.039643515,52,362
phys_plans,Use mostly in-person business operations,overall_owner_manager,AR,0.334075427,0.054582291,85,362
phys_plans,Use only digital business operations,overall_owner_manager,AR,0.107963719,0.035912625,43,362
phys_plans,Use only in-person business operations,overall_owner_manager,AR,0.146947829,0.040971924,57,362
phys_sit,Online only business (no physical store),overall_owner_manager,AR,0.258855421,0.051837912,106,357
phys_sit,Physical store(s) is currently expanding to a larger or additional space,overall_owner_manager,AR,0.060959622,0.028315919,17,357
phys_sit,Physical store(s) is currently operating normally,overall_owner_manager,AR,0.488332241,0.059158768,185,357
phys_sit,Physical store(s) is permanently closed,overall_owner_manager,AR,0.063983221,0.028962914,15,357
phys_sit,Physical store(s) is temporarily closed,overall_owner_manager,AR,0.127869495,0.039522245,34,357
phys_yrs_costs_due_to_implementing_climate_change_policies_and_regulations,Checked,overall_owner_manager,AR,0.085346465,0.032974559,37,357
phys_yrs_costs_due_to_implementing_climate_change_policies_and_regulations,Unchecked,overall_owner_manager,AR,0.914653535,0.032974559,320,357
phys_yrs_energy_costs_renewable_energy_sources,Checked,overall_owner_manager,AR,0.137187643,0.040604446,50,357
phys_yrs_energy_costs_renewable_energy_sources,Unchecked,overall_owner_manager,AR,0.862812357,0.040604446,307,357
phys_yrs_i_expect_no_challenges,Checked,overall_owner_manager,AR,0.478352754,0.058954982,159,357
phys_yrs_i_expect_no_challenges,Unchecked,overall_owner_manager,AR,0.521647246,0.058954982,198,357
phys_yrs_insurance_costs_due_to_natural_disasters_and_or_extreme_weather,Checked,overall_owner_manager,AR,0.073499129,0.030797958,18,357
phys_yrs_insurance_costs_due_to_natural_disasters_and_or_extreme_weather,Unchecked,overall_owner_manager,AR,0.926500871,0.030797958,339,357
phys_yrs_other_please_specify,Checked,overall_owner_manager,AR,0.031580261,0.020639425,16,357
phys_yrs_other_please_specify,Unchecked,overall_owner_manager,AR,0.968419739,0.020639425,341,357
phys_yrs_physical_damage_due_to_natural_disasters_and_or_severe_weather,Checked,overall_owner_manager,AR,0.084328358,0.032795527,20,357
phys_yrs_physical_damage_due_to_natural_disasters_and_or_severe_weather,Unchecked,overall_owner_manager,AR,0.915671642,0.032795527,337,357
phys_yrs_supply_chain_disruptions_weather,Checked,overall_owner_manager,AR,0.077589233,0.031573362,42,357
phys_yrs_supply_chain_disruptions_weather,Unchecked,overall_owner_manager,AR,0.922410767,0.031573362,315,357
phys_yrs_surplus_office_commercial_space,Checked,overall_owner_manager,AR,0.08310746,0.032578954,20,357
phys_yrs_surplus_office_commercial_space,Unchecked,overall_owner_manager,AR,0.91689254,0.032578954,337,357
sex,Female,overall_owner_manager,AR,0.376525264,0.047431645,233,509
sex,Male,overall_owner_manager,AR,0.623474736,0.047431645,276,509
skl_lng,All,overall_owner_manager,AR,0.100542275,0.039784353,28,300
skl_lng,Between 0 and 25%,overall_owner_manager,AR,0.264510174,0.058352181,81,300
skl_lng,Between 25 and 50%,overall_owner_manager,AR,0.072301789,0.034263005,24,300
skl_lng,Between 50 and 75%,overall_owner_manager,AR,0.022864337,0.019774445,8,300
skl_lng,Between 75 and 100%,overall_owner_manager,AR,0.053909411,0.029877635,4,300
skl_lng,None,overall_owner_manager,AR,0.485872014,0.066121718,155,300
urb,City,overall_owner_manager,AR,0.503639587,0.044688334,302,559
urb,Online only,overall_owner_manager,AR,0.115913174,0.028612086,69,559
urb,Suburb / Outskirts of a city,overall_owner_manager,AR,0.061725942,0.021509701,27,559
urb,Town,overall_owner_manager,AR,0.201985412,0.035884019,108,559
urb,Village or countryside,overall_owner_manager,AR,0.116735884,0.028700082,53,559
bus_cur_opn,No,overall_owner_manager,AU,0.223430422,0.035155941,73,422
bus_cur_opn,Yes,overall_owner_manager,AU,0.776569578,0.035155941,349,422
bus_dig_rev,All,overall_owner_manager,AU,0.150673028,0.034211326,53,319
bus_dig_rev,Between 0 and 25%,overall_owner_manager,AU,0.203157449,0.038478428,63,319
bus_dig_rev,Between 25 and 50%,overall_owner_manager,AU,0.11691884,0.030729624,26,319
bus_dig_rev,Between 50 and 75%,overall_owner_manager,AU,0.066061127,0.023754555,24,319
bus_dig_rev,Between 75 and 100%,overall_owner_manager,AU,0.152421069,0.034373778,43,319
bus_dig_rev,None,overall_owner_manager,AU,0.310768487,0.044260441,110,319
bus_emp_btn,0 (Just me),overall_owner_manager,AU,0.325903158,0.041041091,155,456
bus_emp_btn,1,overall_owner_manager,AU,0.082460146,0.024085074,47,456
bus_emp_btn,100 to 250,overall_owner_manager,AU,0.002071199,0.003980835,2,456
bus_emp_btn,10 to 49,overall_owner_manager,AU,0.14665461,0.030975887,61,456
bus_emp_btn,2 to 4,overall_owner_manager,AU,0.258675288,0.038343802,115,456
bus_emp_btn,50 to 99,overall_owner_manager,AU,0.012758299,0.009827014,7,456
bus_emp_btn,5 to 9,overall_owner_manager,AU,0.171477299,0.033004183,69,456
bus_emp_chn,Decreased,overall_owner_manager,AU,0.2539356,0.037091109,110,417
bus_emp_chn,Don’t know,overall_owner_manager,AU,0.040236489,0.016746036,16,417
bus_emp_chn,Increased,overall_owner_manager,AU,0.111458412,0.026817308,53,417
bus_emp_chn,Stayed the same,overall_owner_manager,AU,0.594369499,0.041842096,238,417
bus_emp_rhr_pct,100% (meaning that all have been re-hired),overall_owner_manager,AU,0.103136346,0.028556004,35,346
bus_emp_rhr_pct,Between 0 and 10%,overall_owner_manager,AU,0.769175212,0.039562362,272,346
bus_emp_rhr_pct,Between 10 and 20%,overall_owner_manager,AU,0.050616766,0.020582415,13,346
bus_emp_rhr_pct,Between 20 and 30%,overall_owner_manager,AU,0.020520923,0.01331142,9,346
bus_emp_rhr_pct,Between 30 and 40%,overall_owner_manager,AU,0.002728197,0.004897484,1,346
bus_emp_rhr_pct,Between 40 and 50%,overall_owner_manager,AU,0.022727177,0.013992941,3,346
bus_emp_rhr_pct,Between 50 and 60%,overall_owner_manager,AU,0.013985892,0.011025924,4,346
bus_emp_rhr_pct,Between 60 and 70%,overall_owner_manager,AU,0.006156797,0.007344542,4,346
bus_emp_rhr_pct,Between 70 and 80%,overall_owner_manager,AU,0.002836264,0.004993268,2,346
